1148.479732,1165.305193,0,-3.034680717
1147.440428,1165.193653,0,-3.075306526
1146.302882,1165.118139,0,3.13718979
1145.283296,1165.122628,0,-3.112016634
1144.110762,1165.087939,0,3.09045744
1143.030967,1165.143203,0,3.04129844
1141.812825,1165.265787,0,3.001888628
1140.692772,1165.423289,0,2.975629422
1139.677583,1165.593337,0,2.907831951
1138.497418,1165.874351,0,2.920962087
1137.480629,1166.102398,0,2.848798357
1136.473532,1166.405996,0,2.80469582
1135.467625,1166.758314,0,2.781210227
1134.489886,1167.126764,0,2.667306998
1133.593107,1167.587143,0,2.690387341
1132.643429,1168.047303,0,2.598534013
1131.727082,1168.600405,0,2.533573188
1130.870276,1169.19672,0,2.405660527
1129.965815,1170.015852,0,2.326383883
1129.156412,1170.875011,0,2.322780311
1128.306342,1171.783876,0,2.230076183
1127.682043,1172.589474,0,2.155476294
1127.12034,1173.438124,0,2.004071206
1126.684692,1174.379882,0,1.961655971
1126.234688,1175.471965,0,1.892076153
1125.839778,1176.658556,0,1.656543283
1125.740899,1177.80888,0,1.370005763
1125.964307,1178.906531,0,1.212093642
1126.392742,1180.049259,0,0.988511416
1126.957336,1180.906733,0,1.005300335
1127.504589,1181.769048,0,0.656504818
1128.422122,1182.476025,0,0.441958425
1129.442141,1182.958672,0,0.254029259
1130.468253,1183.22509,0,0.283899613
1131.586879,1183.551485,0,0.097909396
1132.810557,1183.671678,0,0.105701273
1134.073255,1183.805647,0,0.093399039
1135.108849,1183.902652,0,0.094363107
1136.174003,1184.003463,0,0.072202124
1137.291542,1184.084292,0,0.063747724
1138.301069,1184.148734,0,0.054002683
1139.372193,1184.206634,0,0.020736324
1140.414441,1184.22825,0,0.070055099
1141.698239,1184.318334,0,0.046098069
1142.741372,1184.366454,0,0.01784557
1143.819966,1184.385704,0,-0.011089436
1144.927045,1184.373427,0,-0.055282797
1146.016395,1184.313143,0,-0.043728428
1147.276835,1184.257991,0,-0.036359782
1148.397692,1184.217219,0,-0.197558674
1149.561242,1183.984312,0,-0.24804764
1150.554291,1183.732809,0,-0.379664268
1151.496001,1183.357045,0,-0.473079061
1152.53813,1182.823635,0,-0.508776059
1153.49919,1182.287601,0,-0.796302735
1154.316692,1181.452073,0,-0.896241901
1154.954734,1180.654216,0,-1.050883651
1155.494667,1179.711012,0,-1.133177624
1155.939751,1178.759724,0,-1.218771173
1156.332581,1177.69029,0,-1.298547978
1156.642215,1176.581206,0,-1.438132475
1156.78225,1175.531839,0,-1.610240399
1156.738176,1174.415024,0,-1.694164061
1156.605469,1173.344785,0,-1.615640193
1156.551204,1172.135517,0,-1.859047507
1156.231558,1171.057485,0,-2.001249107
1155.764462,1170.040222,0,-2.126025459
1155.190334,1169.114692,0,-2.300133839
1154.500827,1168.343194,0,-2.233170514
1153.820907,1167.471408,0,-2.483074571
1152.944751,1166.793497,0,-2.564727787
1152.046899,1166.209267,0,-2.75175573
1150.915984,1165.744615,0,-2.794616651
1149.846338,1165.357825,0,-2.892475227
1148.665728,1165.057476,0,-3.03239026
1147.587778,1164.939291,0,-3.085372061
1146.414675,1164.873269,0,-3.137068695
1145.322086,1164.868326,0,2.962240354
